Company Name	Number	URL	is_b2b	serves_1000	sales_pitch	matched_golden_partner	match_reasoning	Industry	Avg Leads Per Day	Rank
MÖNIG Wirtschaftskanzlei	'+49 251 38484101	http://www.moenig-wirtschaftskanzlei.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Legal-Tech-Software für Notare, das ebenfalls Notariatsbüros anspricht. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Notara	Direkte Branchenübereinstimmung: Legal Tech Software für Notare und Notariatsbüros.; Ähnliche Zielgruppe: Notare und Anwaltskanzleien, die digitale Lösungen zur Prozessoptimierung suchen.; Automatisierung von Prozessen im Rechtsbereich.	Law Firm	5.0	3.0
nexxtra GmbH	'+49 30 209944242	http://www.nexxtra.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen, das sich auf die Planung und den Aufbau von Datennetzen spezialisiert hat und B2B-Kunden mit IT-Lösungen bedient. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	visitronic GmbH	Gemeinsame Branche: IT-Dienstleistungen und Telekommunikation.; Ähnliche Produkte/Services: Planung und Aufbau von schnellen Datennetzen (inkl. VoIP-Telefonie).; Zielgruppe: B2B-Kunden, die IT- und spezialisierte Technologielösungen benötigen.	Telecommunications	3.0	29.0
ALLSAT GmbH	'+49 511 303990	http://www.allsat.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Software für Bauingenieurwesen, das ebenfalls digitale Vermessungs- und Navigationslösungen für Bauunternehmen anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	SitePlan GmbH	Gemeinsame Branche: Software für Bauingenieurwesen/Bautechnik.; Ähnliche Produkte/Services: Digitale Vermessung und Navigation, GPS-gestützte Karten.; Verwendung von GNSS-Technologie für präzise Vermessung.	Geospatial Technology	5.0	11.0
AvD Wirtschaftsdienst GmbH	'+49 69 6606300	http://www.avd.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Online-Marketing, das sich an kleine und mittelständische Unternehmen richtet und diesen Dienstleistungen im Bereich Automotive & Mobility anbietet. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Schlütersche Verlagsgesellschaft mbH & Co. KG	Gemeinsame Zielgruppe: Privatpersonen und Familien.; Angebote im Bereich Automotive & Mobility.; Fokus auf Dienstleistungen und Produkten für den täglichen Bedarf.	Automotive Assistance	1.0	41.0
1 A Pharma GmbH	'+49 89 61388250	http://www.1apharma.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Medikamentenverpackungen, das ebenfalls Apotheken beliefert. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	go.ecoblister GmbH	Gemeinsame Zielgruppe: Apotheken.; go.ecoblister bietet nachhaltige Medikamentenverpackungen (Blister) an, die für 1A Pharma relevant sind.; go.ecoblister bietet Lösungen für die Verblisterung von Medikamenten, was für Apotheken relevant ist.	Pharmaceuticals	10.0	1.0
Verlag HMC Hamburg Media Company GmbH	'+49 40 4136390	http://www.hmc.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Verlagswesen, das ebenfalls kleine und mittelständische Unternehmen (KMUs) anspricht. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Schlütersche Verlagsgesellschaft mbH & Co. KG	Gemeinsame Branche: Medien (Verlagswesen und digitale Marketingdienstleistungen); Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, einschließlich Website-Erstellung, SEO, SEA und Social-Media-Marketing.; HMC bietet Content-Lösungen, Kommunikationsberatung und Mediendesign an, was eine Überschneidung im Bereich der Medien- und Kommunikationsdienstleistungen darstellt.	Media and Communications	1.0	41.0
activeMind AG	'+49 89 919294900	http://www.activemind.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Ausrichtung auf IT-Beratung und digitale Transformation.; Ähnliche Dienstleistungen im Bereich der Prozessoptimierung und IT-Lösungen.; Fokus auf die Implementierung von innovativen Technologien wie KI und Augmented Reality.	Management and Technology Consulting	8.0	19.0
Screenworks.tv	'+49 221 579680	http://www.screenworks.tv	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien und Verlagswesen, das sich ebenfalls an kleine und mittelständische Unternehmen (KMUs) richtet. Für dieses Unternehmen generieren wir täglich 1 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Schlütersche Verlagsgesellschaft mbH & Co. KG	Gemeinsame Ausrichtung auf Medien und Marketing.; Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, was mit den Dienstleistungen von Screenworks übereinstimmt.; Zielgruppe: KMUs	Media Production	1.0	41.0
dimension21 GmbH	'+49 521 5576720	http://www.dimension21.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich cloudbasierter HR-Software, das sich ebenfalls an mittelständische Unternehmen richtet, die ihre HR-Prozesse optimieren möchten. Für dieses Unternehmen generieren wir täglich 2 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	HRlab	Gemeinsame Ausrichtung auf Personalmanagement und -entwicklung.; HRlab bietet cloudbasierte HR-Software, während Dimension21 Personalmanagement-Beratung anbietet.; Beide zielen auf die Optimierung von HR-Prozessen ab.	Consulting (Personnel Management, Organizational Development)	2.0	45.0
Center for Digital Development GmbH	'+49 7363 9604282	http://www.digitaleentwicklung.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat und Kommunen bei der Umsetzung von Smart-City-Initiativen unterstützt. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Zielgruppe: Kommunen und regionale Einrichtungen, die digitale Lösungen suchen.; Ähnliche Produkte/Services: Entwicklung digitaler Lösungen und Unterstützung bei Smart-City-Initiativen.; Fokus auf digitale Transformation und IT-Beratung.	Digital Development and Smart City Solutions	8.0	19.0
Nicarus – Agency for Digital Content GmbH	'+49 621 3097880	http://www.nicarus.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webentwicklung, SEO und Automatisierung spezialisiert hat und ebenfalls Unternehmen anspricht. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Digitalagentur1	Ähnliche Dienstleistungen: Online Marketing und Social Media Strategien.; Fokus auf Digitalisierung und Automatisierung von Prozessen.; Zielgruppe: Unternehmen	PR and Social Media Agency	3.0	26.0
SPREEFREUNDE	'+49 30 55574060	http://www.spreefreunde.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich individuelle Merchandise-Produkte und Brand Marketing Support, das ebenfalls Unternehmen und Marken anspricht. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	DasMerch	Überschneidung im Bereich Brand Marketing Support.; DasMerch bietet individuelle Merchandise-Produkte, was zu Spreefreundes Fokus auf Markenerlebnisse passen könnte.; Gemeinsame Zielgruppe: Unternehmen, Marken.	Event, Brand, and Design Communication	5.0	33.0
Plutoneo Consulting GmbH	'+49 69 87009700	http://www.plutoneo.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Bereich Wartung und Anlagenmanagement für Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Zielgruppe: Kunden in der Finanzindustrie, insbesondere im Wertpapiergeschäft.; Ähnliche Dienstleistungen: Beratung im Bereich der digitalen Transformation und Optimierung von Prozessen.; Fokus auf innovative Lösungen für Wartung und Anlagenmanagement.	Management Consulting	8.0	19.0
ebl esch&kramer rechtsanwälte	'+49 202 2555050	http://www.ebl-eschkramer.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digitalagentur mit Fokus auf Legal Tech Services, das sich ebenfalls an Kanzleien richtet. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Digitalagentur1	Spezifische Ausrichtung auf Kanzleien (Legal Tech Services).; Angebot von Prozessoptimierung und Automatisierung.; Digitale Workflows für effizientes Mandantenmanagement.	Law Firm	3.0	26.0
DFC-SYSTEMS GmbH	'+49 89 4614870	http://www.dfcsystems.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das intelligente Systeme zur Überwachung von Drainagen und Kathetern für Krankenhäuser und Pflegeeinrichtungen anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Elixion Medical	Gemeinsame Industrie: HealthTech und Digitalisierung von Gesundheitsprozessen.; Ähnliche Zielgruppe: Kliniken und Gesundheitseinrichtungen.; Fokus auf innovative Lösungen und Automatisierung im Gesundheitswesen.	Medical Speech Solutions	5.0	4.0
versando	'+49 351 42666136	http://www.versando.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Holzgroßhandel, das ebenfalls B2B-Kunden aus Handel, Industrie und Handwerk anspricht. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Carl Götz GmbH	Gemeinsame Zielgruppe: B2B-Kunden aus Handel, Industrie und Handwerk.; Versando bietet Verpackungsmaterialien und Bürobedarf, Carl Götz bietet Holzprodukte für Bau und Wohnen, was eine potenzielle Ergänzung darstellt.; Beide Unternehmen agieren als Großhändler.	Online Retail and Wholesale	10.0	17.0
KCI Group Hamburg	'+49 40 2385450	http://www.kci-group.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	RODIAS GmbH	Gemeinsame Zielgruppe: Kleine und mittelständische Unternehmen (KMU) in verschiedenen Branchen wie Fertigung, Gesundheitswesen, Finanzdienstleistungen, Einzelhandel und Logistik.; Ähnliche Produkte/Services: IT-Beratung und Unterstützung bei der digitalen Transformation von Unternehmen.; Fokus auf die Entwicklung und Implementierung von maßgeschneiderten digitalen Lösungen zur Optimierung von Geschäftsprozessen.	Digitalization Consulting	8.0	19.0
Forest Finance Panama	'+49 22 89437780	http://www.forestfinance.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Holzgroßhandel und Baumaterialien, das ebenfalls B2B-Kunden aus Handel, Industrie und Handwerk anspricht. Für dieses Unternehmen generieren wir täglich 10 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Carl Götz GmbH	B2B-Kunden aus Handel, Industrie und Handwerk als Zielgruppe.; Produkte für den Bau- und Wohnbereich, was eine Überschneidung mit nachhaltigen Bauprojekten ermöglicht.; Nachhaltige Forstwirtschaft kann als Rohstoffquelle für Holzprodukte dienen.	Sustainable Forest Investments	10.0	17.0
SL CONSULT	494040195383.0	http://www.sl-consult.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Unternehmensberatung für Prozessoptimierung, das sich ebenfalls an Produktionsfirmen und Dienstleister richtet. Für dieses Unternehmen generieren wir täglich 2 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Denkmal Zukunft GmbH & Co. KG	Gemeinsame Ausrichtung auf Organisationsentwicklung und Change Management.; Überschneidung im Bereich der Strategieentwicklung und Visionsfindung.; Angebot von Workshops zur Teamentwicklung und Leistungsoptimierung.	Consultancy (Organizational and Personal Development)	2.0	42.0
conlabz GmbH	'+49 261 96096060	http://www.conlabz.de	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webentwicklung, E-Commerce und die Digitalisierung von Geschäftsprozessen spezialisiert hat und sowohl allgemeine Unternehmen als auch Kanzleien bedient. Für dieses Unternehmen generieren wir täglich 3 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Digitalagentur1	Gemeinsame Schwerpunkte: Webentwicklung und E-Commerce-Lösungen.; Überschneidung im Bereich Online-Marketing (SEO, Online Marketing).; Fokus auf Automatisierung und Digitalisierung von Geschäftsprozessen.	E-commerce Agency	3.0	26.0
smartvokat	'+49 2103 3399757	http://www.smartvokat.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Legal Tech Software, das sich auf digitale Lösungen für Notariate spezialisiert hat und ebenfalls große Organisationen bedient. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	Notara	Gemeinsame Branche: Legal Tech Software.; Ähnliche Produkte/Services: Automatisierte Datenerfassung und Implementierungsservices.; Gemeinsame Zielgruppe: Notariate und große Organisationen, die Rechtsdienstleistungen benötigen.	Legal Tech	5.0	3.0
Viktor Baumann GmbH & Co.KG	'+49 2222 83030	http://www.baumann-move.com	Yes	Yes	Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich auf die Optimierung und Automatisierung von Prozessen im Transportwesen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.	NxtLog	Gemeinsame Branche: Logistik und Transport von Schwerlasten.; Ähnliche Dienstleistungen: Optimierung und Automatisierung von Logistikprozessen durch digitale Lösungen.; Fokus auf Effizienzsteigerung und digitaler Transformation in der Logistikbranche.	Heavy-Load Transportation and Logistics	5.0	20.0
