Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
'+49 20 9940770,http://www.kustan.de,machinery,15,Kustan GmbH,8200,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen mit komplexen technischen Anlagen, das ebenfalls Lösungen für Wartung und Anlagenmanagement anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Fokus auf Industrieunternehmen mit komplexen technischen Anlagen.; Angebot von IT-Lösungen für Wartung und Anlagenmanagement.; Expertise in der digitalen Transformation und Industrie 4.0.
,http://www.dalmec.de,machinery,16,Dalmec GmbH,8202,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen, das sich auf die digitale Transformation in der Fertigung spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Beide Unternehmen sind im Bereich der Fertigung tätig.; RODIAS GmbH bietet IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen, was mit der Handhabung von Manipulatoren in der Fertigung in Verbindung stehen könnte.; RODIAS GmbH bietet digitale Transformation und Industrie 4.0 Lösungen, was für Fertigungsunternehmen relevant ist."
'+91 94830 25000,http://www.kireap.com,logistics & supply chain,16,Kireap,8210,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Lösungen für Logistik und Transport, das ebenfalls Unternehmen in der Logistik- und Transportbranche anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Ausrichtung auf Logistik und Transport.; Ähnliche Produkte/Services: Digitale Lösungen für die Optimierung und Automatisierung von Logistikprozessen.; Fokus auf Supply Chain Management und Echtzeit-Datenanalyse zur Effizienzsteigerung.
'+49 731 55211377,http://www.crossware.io,information technology & services,19,crossware.io,8211,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat, insbesondere in den Bereichen Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Lösungen für Industrieunternehmen.; Überschneidung im Bereich der kundenspezifischen Softwareentwicklung.; Fokus auf digitale Transformation und Prozessoptimierung.
,http://www.bbp.app,information technology & services,15,BBP,8213,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das ebenfalls Seniorenresidenzen und Pflegeeinrichtungen bedient. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,"Plattform verbindet Nutzer mit Dienstleistern im Bereich Home Services, visitronic bietet Smart-Home-Technologie.; visitronic bietet innovative Rufsysteme für Seniorenresidenzen und Pflegeeinrichtungen, was eine Überschneidung mit der Zielgruppe darstellt."
'+49 89 45819940,http://www.alyne.com,information technology & services,24,Mitratech Alyne,8218,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Legal Tech Software für Notare, das sich an Notariate in Deutschland richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Notara,"Gemeinsame Ausrichtung auf die Digitalisierung von Prozessen.; Notara bietet Software für Notariate, während Alyne GRC-Plattformen für Compliance anbietet.; Automatisierte Datenerfassung als Schlüsselfunktion beider Lösungen."
'+49 5744 50700,http://www.aubi-plus.de,staffing & recruiting,24,Aubi Plus GmbH,8222,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Personalbeschaffung im Gesundheitswesen, das ebenfalls Unternehmen im Gesundheitssektor anspricht, die Personal suchen. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDWING GmbH,"Gemeinsame Zielgruppe: Unternehmen im Gesundheitssektor, die Ausbildungsplätze anbieten.; Ähnliche Dienstleistungen: MEDWING bietet eine digitale Plattform für die Personalbeschaffung im Gesundheitswesen, was eine ähnliche Funktion wie die Vermittlung von Ausbildungsplätzen darstellt.; Beide zielen auf die Verbindung von Kandidaten (Schüler/Absolventen) mit Unternehmen ab."
,http://www.visioneducation.net,e-learning,18,Vision Education,8225,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das sich an Krankenhäuser, Pflegeheime und soziale Einrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Ausrichtung auf digitale Bildungslösungen.; Überschneidung im Bereich der E-Learning-Plattformen.; Mögliche Synergien bei der Bereitstellung von personalisierten Lerninhalten.
'+234 807 665 2206,http://www.prowork.me,information technology & services,17,Prowork,8232,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HR-Software, das sich ebenfalls an Geschäftsteams und Projektmanager richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",HRlab,"Ähnliche Ausrichtung auf Geschäftsteams und Projektmanager durch HR-Software.; Automatisierung von Prozessen, was die operative Exzellenz steigert.; Cloud-basierte Lösung für verbesserte Zugänglichkeit und Zusammenarbeit."
,http://www.solutic.ch,information technology & services,23,Solutic,8234,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webdesign und die Entwicklung moderner Webseiten für Unternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Ähnliche Dienstleistungen: Webdesign und -entwicklung.; Überschneidung im Bereich digitale Agentur.; Fokus auf die Erstellung moderner, benutzerfreundlicher Websites."
'+49 171 3639045,http://www.cetena.com,media production,16,Cetena Group,8235,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Medien, das sich auf Online-Marketing-Dienstleistungen für kleine und mittlere Unternehmen (KMU) spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Branche: Medien und Marketing; Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, was mit den Marketing-Dienstleistungen von Cetena übereinstimmt.; Beide Unternehmen bieten Dienstleistungen für Bildungseinrichtungen an."
'+41 44 820 77 77,http://www.procomm-it.com,information technology & services,18,PROCOMM,8250,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Industrie: IT-Beratung, spezialisiert auf digitale Transformation.; Ähnliche Dienstleistungen: RODIAS bietet kundenspezifische IT-Lösungen und Beratungsdienste an, ähnlich den Consulting- und Implementierungsdiensten von Procomm-IT.; Fokus auf Digitalisierung und Innovation: Beide Unternehmen unterstützen Kunden bei der digitalen Transformation und der Implementierung innovativer Technologien."
,http://www.videlio.ch,media production,15,Videlio-Suisse,8251,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Smart-Home-Technologie, das sich an Unternehmen richtet, die technologische Lösungen für ihre Gebäude benötigen. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,"Dienstleistungen im IT-Bereich.; Spezialisierung auf Smart-Home-Technologie, die potenziell audiovisuelle Lösungen integrieren kann.; Zielgruppe: Seniorenresidenzen und Pflegeeinrichtungen (für Schwesternrufsysteme), was eine potenzielle Überschneidung mit Unternehmen darstellt, die audiovisuelle Lösungen für Unternehmen benötigen."
,http://www.thinktank-sv.com,marketing & advertising,23,Think Tank,8255,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digitales Marketing, das ebenfalls Unternehmen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Überschneidung im Bereich Marketing-Beratung und strategische Kampagnenberatung.; Gemeinsame Ausrichtung auf Unternehmen als Zielgruppe.; PNP Media bietet Webdesign und Entwicklung, was mit Corporate Identity und Grafikdesign von ThinkTank übereinstimmt."
,http://www.dronesforearth.org,aviation & aerospace,15,Drones For Earth,8267,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitale Vermessung und Navigation im Tiefbau anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",SitePlan GmbH,Ähnliche Dienstleistungen: Drohnenkartierung und digitale Vermessung im Bauwesen.; Gemeinsame technologische Ausrichtung: Nutzung von GPS-Technologie für präzise Datenerfassung.; Potenzielle Synergien: Kombination von Drohnendaten mit Bauplänen für verbesserte Planung und Überwachung.
'+49 821 3432290,http://www.medcomplet.de,international trade & development,16,MEDCOMPLET GmbH,8279,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Reinigungs- und Hygieneprodukte, das ebenfalls medizinische Einrichtungen und die Altenpflege beliefert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",GVS-GROSSVERBRAUCHERSPEZIALISTEN eG,"Direkte Überschneidung im Bereich medizinischer Bedarfsgüter.; GVS bietet ein breites Sortiment an Reinigungs-, Hygiene- und Desinfektionsprodukten, die für medizinische Einrichtungen relevant sind.; GVS beliefert auch den Bereich der Altenpflege, was eine gemeinsame Zielgruppe darstellt."
'+49 4321 97780,http://www.rothenburg-gmbh.de,machinery,15,Rothenburg GmbH,8283,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Bauindustrie anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Ähnliche Industrie: Automatisierungstechnik; Überschneidung bei Produkten/Services: Verpackungs- und Palettiermaschinen, Fördertechnik; Zielgruppe: Bauindustrie"
'+49 89 3229860,http://www.mindmatics.com,telecommunications,15,MindMatics AG,8297,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Logistiksoftware, das sich an Unternehmen in der Transport- und Logistikbranche richtet, die ihre Prozesse digitalisieren und effizienter gestalten möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Ähnliche Ausrichtung auf digitale Lösungen.; Überschneidung im Bereich der Optimierung und Automatisierung von Prozessen.; Fokus auf Echtzeit-Datenanalyse.
'+49 40 7273970,http://www.deltron.de,electrical/electronic manufacturing,18,Deltron,8302,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen und Sicherheitstechnik, das ebenfalls Einbruchmeldeanlagen installiert und wartet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,Gemeinsame Branche: Sicherheitstechnologie.; Ähnliche Produkte/Services: Installation und Wartung von Einbruchmeldeanlagen.; Fokus auf IT-Dienstleistungen und Systemintegration.
'+49 176 97583621,http://www.conright.de,management consulting,18,CONRIGHT e.V.,8314,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digitales Marketing, das sich auf Webdesign, SEO und Performance Marketing für andere Unternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Beide Unternehmen bieten Dienstleistungen für Unternehmen an.; PNP Media bietet Webentwicklung und Online-Marketing, was für die Kunden von Conright relevant sein könnte.; Conright bietet massgeschneiderte Lösungen für Unternehmen an, PNP Media bietet innovative Lösungen."
'+49 30 30881880,http://www.musikexpress.de,,17,Musikexpress,8319,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Verlagswesen und digitale Marketingdienstleistungen, das sich ebenfalls an kleine und mittelständische Unternehmen (KMUs) richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Schlütersche Verlagsgesellschaft mbH & Co. KG,"Gemeinsame Branche: Medien (Verlagswesen und digitale Marketingdienstleistungen); Schlütersche bietet Online-Marketing-Dienstleistungen für KMUs an, einschließlich Website-Erstellung, SEO, SEA und Social-Media-Marketing, was eine Überschneidung mit den Produkten/Dienstleistungen von Musikexpress darstellt.; Beide Unternehmen sind in der Medienbranche tätig und bieten digitale Dienstleistungen an."
